,age,education,hours-per-week,workclass_Private,workclass_Public,workclass_Self-emp,marital-status_Married,marital-status_Single,race_Amer-Indian,race_Asian,race_Black,race_Hispanic,race_White,sex_Female,sex_Male,income_<=50K,income_>50K
7498,33,16,60,1,0,0,1,0,0,0,0,0,1,0,1,0,1
7499,34,14,55,1,0,0,1,0,0,0,0,0,1,0,1,0,1
7500,37,9,45,1,0,0,1,0,0,0,0,0,1,0,1,0,1
7501,48,14,40,1,0,0,1,0,0,0,0,0,1,0,1,0,1
7502,34,13,40,0,1,0,0,1,0,1,0,0,0,0,1,1,0
7503,24,10,40,1,0,0,0,1,0,0,0,0,1,0,1,1,0
7504,55,9,40,1,0,0,0,1,0,0,0,0,1,1,0,1,0
7505,50,9,40,1,0,0,1,0,0,0,0,0,1,0,1,0,1
7506,40,13,60,1,0,0,1,0,0,0,0,0,1,0,1,0,1
7507,33,13,30,1,0,0,0,1,0,0,0,0,1,0,1,1,0
7508,51,10,40,0,1,0,1,0,0,0,0,0,1,0,1,1,0
7509,30,10,40,1,0,0,0,1,0,0,0,0,1,0,1,1,0
7510,41,9,40,1,0,0,1,0,0,0,0,0,1,0,1,1,0
7511,47,11,40,0,1,0,1,0,0,0,0,0,1,0,1,0,1
7512,27,4,50,1,0,0,0,1,0,0,0,0,1,0,1,1,0
7513,37,13,32,1,0,0,0,1,0,0,0,0,1,1,0,0,1
7514,40,11,40,1,0,0,1,0,0,0,0,0,1,0,1,1,0
7515,36,9,40,1,0,0,1,0,0,0,0,0,1,0,1,1,0
7516,38,9,40,1,0,0,1,0,0,0,1,0,0,0,1,1,0
7517,38,15,35,1,0,0,0,1,0,0,0,0,1,0,1,0,1
7518,40,10,50,0,0,1,1,0,0,0,0,0,1,0,1,1,0
7519,35,13,40,1,0,0,0,1,0,0,0,0,1,1,0,1,0
7520,47,9,20,0,0,1,1,0,0,0,0,0,1,1,0,0,1
7521,33,14,45,1,0,0,1,0,0,0,0,0,1,0,1,0,1
7522,45,10,40,1,0,0,0,1,0,0,0,0,1,1,0,1,0
7523,35,9,38,0,0,1,0,1,0,0,1,0,0,1,0,1,0
7524,32,7,45,1,0,0,1,0,0,0,0,0,1,0,1,1,0
7525,23,10,50,1,0,0,1,0,0,0,1,0,0,0,1,1,0
7526,19,9,15,1,0,0,0,1,0,0,0,0,1,1,0,1,0
7527,20,9,35,1,0,0,0,1,0,0,1,0,0,0,1,1,0
7528,44,13,30,0,0,1,1,0,0,0,0,0,1,0,1,1,0
7529,41,9,40,0,1,0,1,0,0,0,0,0,1,0,1,1,0
7530,19,10,40,1,0,0,0,1,0,0,0,0,1,1,0,1,0
7531,48,9,35,1,0,0,0,1,0,0,0,0,1,1,0,1,0
7532,45,10,65,1,0,0,1,0,0,0,0,0,1,0,1,0,1
7533,40,4,42,1,0,0,1,0,0,1,0,0,0,0,1,1,0
7534,34,9,55,1,0,0,1,0,0,0,0,0,1,0,1,0,1
7535,20,10,40,1,0,0,0,1,0,0,0,1,0,1,0,1,0
7536,33,10,40,1,0,0,0,1,0,0,0,0,1,1,0,1,0
7537,30,9,20,1,0,0,1,0,0,0,0,0,1,1,0,1,0
7538,23,10,32,1,0,0,0,1,0,0,0,0,1,0,1,1,0
7539,34,6,38,1,0,0,0,1,0,0,0,0,1,1,0,1,0
7540,48,10,40,0,1,0,1,0,0,0,0,0,1,0,1,0,1
7541,42,10,40,1,0,0,1,0,0,0,1,0,0,0,1,0,1
7542,22,9,40,1,0,0,0,1,0,1,0,0,0,0,1,1,0
7543,60,9,42,0,0,1,1,0,0,0,0,0,1,0,1,0,1
7544,42,13,55,1,0,0,1,0,0,0,0,0,1,0,1,0,1
7545,45,13,55,1,0,0,0,1,0,0,0,0,1,1,0,1,0
7546,38,9,32,1,0,0,0,1,0,0,0,0,1,1,0,1,0
7547,29,14,40,1,0,0,1,0,0,0,0,0,1,1,0,0,1
7548,34,13,38,1,0,0,0,1,0,0,0,0,1,0,1,1,0
7549,34,13,40,1,0,0,0,1,0,0,0,0,1,1,0,0,1
7550,39,9,40,0,1,0,1,0,0,0,0,0,1,0,1,1,0
7551,29,10,24,1,0,0,0,1,0,0,0,0,1,1,0,1,0
7552,42,10,60,0,0,1,0,1,0,0,0,0,1,0,1,1,0
7553,48,7,35,1,0,0,0,1,0,0,1,0,0,1,0,1,0
7554,53,13,40,1,0,0,1,0,0,0,1,0,0,0,1,0,1
7555,51,10,45,1,0,0,1,0,0,0,0,0,1,1,0,1,0
7556,44,13,90,0,0,1,1,0,0,0,0,0,1,0,1,1,0
7557,46,11,60,0,0,1,1,0,0,0,0,0,1,0,1,0,1
7558,51,16,60,1,0,0,0,1,0,0,0,0,1,1,0,0,1
7559,32,10,40,1,0,0,0,1,0,0,0,0,1,1,0,1,0
7560,24,10,45,1,0,0,0,1,0,0,0,0,1,0,1,1,0
7561,33,11,26,1,0,0,0,1,0,0,1,0,0,1,0,1,0
7562,47,9,90,0,0,1,1,0,0,0,0,0,1,0,1,1,0
7563,64,14,50,0,0,1,0,1,0,0,0,0,1,0,1,1,0
7564,62,13,50,1,0,0,1,0,0,0,0,0,1,0,1,0,1
7565,52,9,40,1,0,0,1,0,0,0,0,0,1,0,1,0,1
7566,39,9,40,1,0,0,0,1,0,0,0,0,1,1,0,1,0
7567,42,9,48,1,0,0,1,0,0,0,0,0,1,0,1,1,0
7568,38,13,42,0,1,0,1,0,0,0,0,0,1,0,1,0,1
7569,55,4,50,1,0,0,1,0,0,0,0,0,1,0,1,1,0
7570,42,12,24,1,0,0,0,1,0,0,0,0,1,1,0,1,0
7571,30,12,50,1,0,0,1,0,0,0,0,0,1,1,0,0,1
7572,32,5,40,1,0,0,1,0,0,0,0,0,1,0,1,1,0
7573,50,7,40,0,1,0,0,1,0,0,1,0,0,1,0,1,0
7574,27,9,40,1,0,0,0,1,0,1,0,0,0,0,1,1,0
7575,47,9,60,1,0,0,1,0,0,0,0,0,1,0,1,1,0
7576,33,5,35,1,0,0,0,1,0,0,0,0,1,0,1,1,0
7577,48,10,40,0,0,1,0,1,0,0,0,0,1,0,1,1,0
7578,23,4,35,1,0,0,0,1,0,0,0,0,1,0,1,1,0
7579,31,13,40,0,1,0,1,0,0,0,0,0,1,0,1,0,1
7580,26,10,40,1,0,0,1,0,0,0,1,0,0,0,1,1,0
7581,61,9,63,0,0,1,1,0,0,1,0,0,0,0,1,1,0
7582,50,13,40,1,0,0,0,1,0,0,1,0,0,0,1,1,0
7583,49,11,40,1,0,0,1,0,0,0,0,0,1,0,1,0,1
7584,19,9,24,1,0,0,0,1,0,1,0,0,0,0,1,1,0
7585,18,7,15,1,0,0,0,1,0,0,0,0,1,0,1,1,0
7586,44,12,99,0,0,1,1,0,0,0,0,0,1,1,0,1,0
7587,54,11,50,1,0,0,1,0,0,0,0,0,1,0,1,1,0
7588,35,9,40,0,1,0,1,0,0,0,0,0,1,0,1,0,1
7589,27,14,20,0,1,0,0,1,0,1,0,0,0,0,1,1,0
7590,50,9,50,0,0,1,1,0,0,0,0,0,1,0,1,1,0
7591,43,9,40,0,1,0,1,0,0,0,0,0,1,0,1,1,0
7592,28,10,40,1,0,0,0,1,0,0,0,0,1,0,1,1,0
7593,47,9,40,1,0,0,1,0,0,0,0,0,1,0,1,1,0
7594,21,1,50,1,0,0,0,1,0,0,0,0,1,0,1,1,0
7595,30,15,45,1,0,0,0,1,0,0,0,0,1,1,0,1,0
7596,19,9,45,1,0,0,0,1,0,0,0,0,1,0,1,1,0
7597,40,10,40,1,0,0,1,0,0,0,0,0,1,0,1,1,0
7598,55,14,50,1,0,0,1,0,0,0,0,0,1,0,1,0,1
7599,31,11,43,1,0,0,0,1,0,0,0,0,1,0,1,1,0
7600,30,11,40,1,0,0,0,1,0,0,0,0,1,0,1,1,0
7601,51,13,43,0,1,0,0,1,1,0,0,0,0,1,0,1,0
7602,34,9,40,1,0,0,0,1,0,0,0,0,1,1,0,1,0
7603,59,14,45,1,0,0,1,0,0,0,0,0,1,0,1,0,1
7604,50,9,38,1,0,0,0,1,0,0,0,0,1,1,0,1,0
7605,29,9,40,1,0,0,0,1,0,0,0,0,1,0,1,1,0
7606,17,6,40,0,1,0,0,1,0,0,0,0,1,0,1,1,0
7607,24,9,30,1,0,0,0,1,0,0,0,0,1,1,0,1,0
7608,39,14,18,1,0,0,1,0,0,0,0,0,1,1,0,0,1
7609,32,10,40,1,0,0,0,1,0,0,1,0,0,0,1,1,0
7610,34,9,45,1,0,0,0,1,0,0,0,0,1,1,0,1,0
7611,44,9,40,0,0,1,1,0,0,0,0,0,1,0,1,0,1
7612,37,10,40,0,1,0,0,1,0,0,0,0,1,1,0,1,0
7613,39,14,65,1,0,0,1,0,0,0,0,0,1,1,0,0,1
7614,32,15,40,0,0,1,1,0,0,0,0,0,1,0,1,0,1
7615,23,10,28,1,0,0,0,1,0,0,0,0,1,1,0,1,0
7616,45,10,42,0,1,0,0,1,0,0,0,0,1,0,1,1,0
7617,30,7,40,1,0,0,0,1,0,0,0,0,1,0,1,1,0
7618,20,8,10,1,0,0,0,1,0,0,0,0,1,1,0,1,0
7619,41,9,4,1,0,0,1,0,0,0,0,0,1,0,1,1,0
7620,21,9,30,1,0,0,0,1,0,0,0,0,1,1,0,1,0
7621,48,4,30,1,0,0,1,0,0,1,0,0,0,0,1,1,0
7622,31,9,45,1,0,0,1,0,0,0,0,0,1,0,1,0,1
7623,34,11,40,1,0,0,0,1,0,0,1,0,0,0,1,1,0
7624,25,9,40,1,0,0,0,1,0,0,1,0,0,0,1,1,0
7625,41,13,35,0,0,1,0,1,0,0,0,0,1,0,1,1,0
7626,35,15,50,0,0,1,1,0,0,0,0,0,1,0,1,0,1
7627,42,13,40,1,0,0,0,1,0,0,0,0,1,1,0,1,0
7628,34,9,75,0,0,1,1,0,0,0,0,0,1,0,1,0,1
7629,44,6,60,1,0,0,1,0,0,0,0,0,1,0,1,1,0
7630,32,13,40,1,0,0,1,0,0,0,0,0,1,0,1,0,1
7631,25,10,40,1,0,0,0,1,0,1,0,0,0,0,1,1,0
7632,23,7,50,1,0,0,1,0,0,0,0,0,1,0,1,1,0
7633,36,15,40,1,0,0,0,1,0,0,0,1,0,0,1,0,1
7634,53,13,60,0,0,1,0,1,0,0,0,0,1,0,1,0,1
7635,27,16,52,1,0,0,0,1,0,0,0,0,1,0,1,1,0
7636,27,13,65,1,0,0,0,1,0,0,0,0,1,1,0,1,0
7637,57,9,45,1,0,0,0,1,0,0,0,0,1,1,0,1,0
7638,17,7,20,1,0,0,0,1,0,0,0,0,1,1,0,1,0
7639,59,9,38,0,1,0,0,1,0,0,0,0,1,1,0,1,0
7640,34,9,40,1,0,0,0,1,0,0,0,0,1,1,0,1,0
7641,30,6,55,1,0,0,1,0,0,0,0,0,1,0,1,1,0
7642,31,12,45,0,1,0,0,1,0,0,1,0,0,1,0,1,0
7643,23,10,30,1,0,0,0,1,0,0,0,0,1,0,1,1,0
7644,19,9,40,1,0,0,0,1,0,0,0,0,1,0,1,1,0
7645,20,11,40,0,0,1,0,1,0,0,0,0,1,0,1,1,0
7646,52,9,40,0,0,1,0,1,0,0,0,0,1,0,1,1,0
7647,39,13,50,0,1,0,1,0,0,0,0,0,1,0,1,0,1
7648,27,9,50,1,0,0,0,1,0,0,0,0,1,1,0,1,0
7649,19,10,35,1,0,0,0,1,0,0,0,0,1,1,0,1,0
7650,38,13,15,0,1,0,1,0,0,0,0,0,1,1,0,1,0
7651,19,9,16,1,0,0,0,1,0,0,0,0,1,0,1,1,0
7652,34,13,40,1,0,0,1,0,0,0,0,0,1,1,0,0,1
7653,41,9,45,1,0,0,1,0,0,0,0,0,1,0,1,1,0
7654,23,9,40,1,0,0,1,0,0,0,0,0,1,1,0,1,0
7655,24,13,40,1,0,0,0,1,0,0,0,0,1,1,0,1,0
7656,22,6,84,1,0,0,0,1,1,0,0,0,0,0,1,1,0
7657,45,15,60,1,0,0,1,0,0,0,0,0,1,0,1,0,1
7658,45,9,60,1,0,0,1,0,0,0,0,0,1,0,1,0,1
7659,48,13,40,1,0,0,1,0,0,1,0,0,0,0,1,0,1
7660,42,13,60,1,0,0,1,0,0,0,0,0,1,0,1,1,0
7661,35,10,50,0,0,1,1,0,0,0,0,0,1,0,1,1,0
7662,32,9,40,1,0,0,0,1,1,0,0,0,0,1,0,1,0
7663,51,9,32,0,1,0,1,0,0,0,0,0,1,1,0,1,0
7664,59,10,40,1,0,0,1,0,0,0,0,0,1,0,1,0,1
7665,31,9,40,0,1,0,0,1,0,0,0,0,1,0,1,1,0
7666,27,13,50,0,1,0,0,1,0,0,0,0,1,0,1,1,0
7667,29,13,80,1,0,0,1,0,0,0,1,0,0,0,1,0,1
7668,57,12,35,1,0,0,1,0,0,0,0,0,1,1,0,1,0
7669,40,9,40,1,0,0,0,1,0,0,0,0,1,0,1,1,0
7670,31,9,40,1,0,0,0,1,0,0,0,0,1,0,1,1,0
7671,23,4,40,1,0,0,0,1,0,0,0,0,1,0,1,1,0
7672,42,9,35,1,0,0,0,1,0,0,0,0,1,1,0,1,0
7673,60,9,40,1,0,0,1,0,0,0,0,0,1,0,1,1,0
7674,53,14,50,0,1,0,0,1,0,0,0,0,1,1,0,0,1
7675,27,9,40,1,0,0,0,1,0,0,0,0,1,0,1,1,0
7676,31,9,45,1,0,0,1,0,0,0,0,0,1,0,1,1,0
7677,29,13,40,0,1,0,0,1,0,0,0,0,1,0,1,1,0
7678,38,13,40,1,0,0,0,1,0,0,0,0,1,0,1,1,0
7679,42,13,38,1,0,0,0,1,0,0,0,0,1,1,0,0,1
7680,63,15,50,0,0,1,1,0,0,0,0,0,1,0,1,0,1
7681,28,9,40,1,0,0,1,0,0,0,0,0,1,0,1,1,0
7682,79,10,20,1,0,0,1,0,0,0,0,0,1,0,1,1,0
7683,39,9,40,1,0,0,1,0,0,0,0,0,1,0,1,0,1
7684,29,8,40,1,0,0,0,1,0,0,0,1,0,0,1,1,0
7685,60,4,40,1,0,0,0,1,0,0,0,0,1,0,1,1,0
7686,38,8,24,1,0,0,1,0,0,0,0,0,1,1,0,1,0
7687,20,12,18,1,0,0,0,1,0,0,0,0,1,1,0,1,0
7688,44,9,65,1,0,0,1,0,0,0,0,0,1,0,1,0,1
7689,47,9,48,1,0,0,1,0,0,0,0,0,1,0,1,1,0
7690,59,9,24,1,0,0,1,0,0,0,0,0,1,0,1,0,1
7691,37,14,65,1,0,0,0,1,0,0,0,0,1,0,1,1,0
7692,21,9,40,1,0,0,0,1,0,0,0,0,1,0,1,1,0
7693,68,11,40,1,0,0,1,0,0,0,0,0,1,1,0,1,0
7694,43,10,40,1,0,0,1,0,0,0,0,0,1,0,1,1,0
7695,23,9,33,1,0,0,0,1,0,0,0,0,1,1,0,1,0
7696,40,14,35,0,1,0,0,1,0,0,0,0,1,1,0,1,0
7697,45,10,35,0,0,1,0,1,0,0,0,0,1,1,0,1,0
7698,22,10,40,1,0,0,0,1,0,0,0,0,1,0,1,1,0
7699,38,13,50,1,0,0,1,0,0,0,0,0,1,0,1,0,1
7700,24,10,49,1,0,0,0,1,0,0,0,0,1,0,1,1,0
7701,23,9,40,1,0,0,1,0,0,0,0,0,1,1,0,1,0
7702,39,10,45,0,1,0,1,0,0,0,0,0,1,0,1,0,1
7703,26,10,40,1,0,0,0,1,0,0,0,0,1,0,1,1,0
7704,24,9,40,1,0,0,0,1,0,0,0,0,1,0,1,1,0
7705,22,10,25,1,0,0,0,1,0,0,0,0,1,0,1,1,0
7706,36,13,55,1,0,0,1,0,0,0,0,0,1,0,1,1,0
7707,20,10,20,1,0,0,0,1,0,0,0,0,1,1,0,1,0
7708,18,7,8,1,0,0,0,1,0,0,1,0,0,0,1,1,0
7709,38,13,40,1,0,0,1,0,0,0,0,0,1,0,1,0,1
7710,43,13,35,0,0,1,0,1,0,0,0,0,1,0,1,1,0
7711,56,9,40,1,0,0,0,1,0,0,1,0,0,0,1,1,0
7712,42,14,40,1,0,0,1,0,0,0,0,0,1,0,1,0,1
7713,35,13,50,1,0,0,1,0,0,0,0,0,1,0,1,0,1
7714,31,10,45,1,0,0,0,1,0,0,0,0,1,1,0,1,0
7715,73,2,20,1,0,0,1,0,0,0,0,0,1,0,1,1,0
7716,32,10,42,1,0,0,0,1,0,0,0,0,1,1,0,1,0
7717,37,14,45,1,0,0,1,0,0,0,0,0,1,0,1,0,1
7718,66,9,10,1,0,0,1,0,0,0,0,0,1,0,1,1,0
7719,22,9,35,1,0,0,0,1,0,0,0,0,1,1,0,1,0
7720,51,11,40,1,0,0,1,0,0,0,0,0,1,0,1,1,0
7721,31,9,35,1,0,0,0,1,0,0,0,0,1,0,1,1,0
7722,65,9,59,1,0,0,0,1,0,0,0,0,1,1,0,1,0
7723,39,9,45,1,0,0,1,0,0,0,1,0,0,1,0,1,0
7724,48,10,37,1,0,0,1,0,0,0,0,0,1,1,0,1,0
7725,20,10,40,1,0,0,0,1,0,0,0,0,1,1,0,1,0
7726,48,13,50,1,0,0,1,0,0,0,0,0,1,0,1,0,1
7727,29,15,80,0,1,0,1,0,0,0,0,0,1,0,1,1,0
7728,36,16,30,0,0,1,0,1,0,0,0,0,1,0,1,0,1
7729,35,13,45,0,0,1,1,0,0,0,0,0,1,0,1,0,1
7730,31,10,40,1,0,0,1,0,0,0,0,0,1,0,1,0,1
7731,48,9,40,0,1,0,1,0,0,0,0,0,1,0,1,1,0
7732,36,11,45,1,0,0,0,1,0,0,0,0,1,0,1,1,0
7733,40,9,50,0,0,1,1,0,0,0,0,0,1,0,1,1,0
7734,57,9,15,1,0,0,1,0,0,0,0,0,1,0,1,1,0
7735,26,13,35,0,1,0,0,1,0,0,0,0,1,1,0,1,0
7736,37,9,40,0,1,0,0,1,0,0,0,0,1,1,0,1,0
7737,65,16,40,1,0,0,1,0,0,0,0,0,1,0,1,0,1
7738,26,6,32,0,0,1,0,1,0,0,0,0,1,1,0,1,0
7739,42,10,40,1,0,0,1,0,0,0,0,0,1,0,1,1,0
7740,47,14,40,1,0,0,1,0,0,0,0,0,1,0,1,0,1
7741,62,4,40,1,0,0,0,1,0,0,0,0,1,0,1,1,0
7742,27,11,50,1,0,0,0,1,0,0,0,0,1,0,1,1,0
7743,76,10,8,0,0,1,1,0,0,0,0,0,1,0,1,1,0
7744,29,13,40,1,0,0,0,1,0,0,0,0,1,1,0,1,0
7745,29,8,40,1,0,0,1,0,0,0,0,0,1,0,1,0,1
7746,32,6,40,1,0,0,0,1,0,0,0,0,1,0,1,1,0
7747,22,10,40,0,0,1,1,0,0,0,0,0,1,0,1,1,0
7748,30,9,50,0,1,0,0,1,0,0,1,0,0,1,0,1,0
7749,43,10,40,0,1,0,0,1,0,0,0,0,1,1,0,1,0
7750,23,13,20,1,0,0,1,0,0,0,0,0,1,0,1,1,0
7751,44,15,40,0,1,0,1,0,0,0,0,0,1,0,1,0,1
7752,41,13,40,1,0,0,0,1,0,0,0,0,1,0,1,1,0
7753,49,14,40,0,1,0,0,1,0,0,1,0,0,1,0,0,1
7754,30,9,45,1,0,0,0,1,0,0,0,0,1,0,1,0,1
7755,23,10,35,1,0,0,0,1,0,0,0,0,1,0,1,1,0
7756,39,9,40,1,0,0,1,0,0,0,0,0,1,1,0,1,0
7757,32,13,60,1,0,0,1,0,0,0,0,0,1,0,1,0,1
7758,50,10,35,1,0,0,1,0,0,0,0,0,1,0,1,0,1
7759,19,10,40,1,0,0,0,1,0,0,0,0,1,1,0,1,0
7760,35,13,52,1,0,0,1,0,0,0,0,0,1,0,1,0,1
7761,23,9,40,1,0,0,0,1,0,0,0,0,1,0,1,1,0
7762,25,10,40,1,0,0,0,1,0,0,0,0,1,0,1,1,0
7763,40,9,40,1,0,0,0,1,0,0,0,0,1,1,0,1,0
7764,30,13,42,1,0,0,1,0,0,0,1,0,0,0,1,0,1
7765,52,10,40,1,0,0,1,0,0,0,0,0,1,0,1,0,1
7766,49,10,60,1,0,0,1,0,0,0,1,0,0,0,1,1,0
7767,24,13,40,1,0,0,0,1,0,0,0,0,1,1,0,1,0
7768,46,13,40,1,0,0,1,0,0,0,0,0,1,0,1,0,1
7769,39,13,50,1,0,0,1,0,0,0,0,0,1,0,1,0,1
7770,45,13,50,0,0,1,1,0,0,0,0,0,1,0,1,0,1
7771,62,13,38,0,1,0,1,0,0,0,0,0,1,1,0,1,0
7772,43,13,50,1,0,0,1,0,0,0,0,0,1,0,1,0,1
7773,45,10,40,1,0,0,0,1,0,0,0,0,1,1,0,1,0
7774,62,9,40,0,0,1,1,0,0,0,0,0,1,0,1,1,0
7775,48,3,40,1,0,0,0,1,0,0,0,0,1,0,1,1,0
7776,56,9,40,1,0,0,0,1,0,0,1,0,0,1,0,1,0
7777,28,9,35,1,0,0,0,1,0,0,0,0,1,1,0,1,0
7778,23,9,40,1,0,0,0,1,0,0,1,0,0,0,1,1,0
7779,43,9,35,1,0,0,0,1,0,0,0,0,1,1,0,1,0
7780,26,13,40,1,0,0,1,0,0,0,0,0,1,0,1,0,1
7781,36,9,50,1,0,0,1,0,0,0,0,0,1,0,1,0,1
7782,55,16,60,0,1,0,0,1,0,0,0,0,1,1,0,1,0
7783,48,13,50,0,1,0,0,1,0,0,0,0,1,1,0,1,0
7784,43,3,72,1,0,0,1,0,0,1,0,0,0,1,0,1,0
7785,38,11,45,1,0,0,1,0,0,0,0,0,1,0,1,0,1
7786,18,9,30,1,0,0,0,1,0,0,0,0,1,0,1,1,0
7787,56,9,70,0,0,1,1,0,0,0,0,0,1,0,1,1,0
7788,39,14,40,0,0,1,0,1,0,0,0,0,1,0,1,1,0
7789,46,3,50,1,0,0,0,1,0,0,0,0,1,0,1,1,0
7790,36,7,65,1,0,0,0,1,1,0,0,0,0,0,1,1,0
7791,38,9,40,0,0,1,1,0,0,0,0,0,1,0,1,1,0
7792,50,9,50,1,0,0,1,0,0,0,0,0,1,0,1,0,1
7793,17,7,20,1,0,0,0,1,0,0,0,0,1,0,1,1,0
7794,57,4,40,1,0,0,1,0,0,0,1,0,0,1,0,1,0
7795,73,9,12,1,0,0,1,0,0,0,0,0,1,1,0,1,0
7796,50,10,40,0,1,0,0,1,0,0,0,0,1,0,1,1,0
7797,35,10,45,1,0,0,0,1,0,0,0,0,1,0,1,1,0
7798,27,10,45,1,0,0,1,0,0,0,0,0,1,0,1,1,0
7799,27,10,40,1,0,0,0,1,0,0,0,0,1,0,1,1,0
7800,23,9,40,0,0,1,0,1,0,0,0,0,1,0,1,1,0
7801,25,9,40,1,0,0,0,1,0,0,0,0,1,1,0,1,0
7802,51,13,40,1,0,0,1,0,0,0,0,0,1,0,1,0,1
7803,26,6,40,1,0,0,1,0,0,0,0,0,1,1,0,1,0
7804,47,10,45,1,0,0,1,0,0,0,0,0,1,0,1,1,0
7805,40,9,40,1,0,0,0,1,0,0,1,0,0,0,1,1,0
7806,58,5,40,1,0,0,0,1,0,0,0,0,1,1,0,1,0
7807,25,10,40,1,0,0,0,1,0,0,0,0,1,1,0,1,0
7808,29,9,18,1,0,0,1,0,0,0,0,0,1,1,0,1,0
7809,36,7,43,1,0,0,1,0,0,0,0,0,1,0,1,1,0
7810,46,9,60,1,0,0,0,1,0,0,0,0,1,1,0,1,0
7811,69,2,4,1,0,0,1,0,0,0,1,0,0,1,0,1,0
7812,69,9,40,1,0,0,1,0,0,0,0,0,1,1,0,1,0
7813,28,9,40,1,0,0,0,1,0,0,1,0,0,1,0,1,0
7814,20,9,48,1,0,0,0,1,0,0,0,0,1,0,1,1,0
7815,54,9,35,0,1,0,0,1,0,0,1,0,0,1,0,1,0
7816,38,10,40,1,0,0,0,1,0,0,0,0,1,0,1,1,0
7817,64,9,40,0,1,0,1,0,0,0,0,0,1,0,1,1,0
7818,17,9,20,1,0,0,0,1,0,0,0,0,1,1,0,1,0
7819,53,9,40,0,1,0,1,0,0,0,0,0,1,0,1,1,0
7820,50,5,50,1,0,0,0,1,0,0,0,0,1,0,1,1,0
7821,57,9,38,1,0,0,1,0,0,0,0,0,1,1,0,1,0
7822,51,10,40,1,0,0,1,0,0,0,0,0,1,0,1,1,0
7823,47,10,40,1,0,0,1,0,0,0,0,0,1,0,1,1,0
7824,25,9,52,1,0,0,0,1,0,0,0,0,1,0,1,1,0
7825,50,15,52,0,1,0,1,0,0,0,0,0,1,0,1,0,1
7826,20,9,30,1,0,0,0,1,0,0,0,0,1,1,0,1,0
7827,43,15,70,0,1,0,1,0,0,0,0,0,1,0,1,0,1
7828,46,13,40,1,0,0,0,1,0,0,0,0,1,1,0,1,0
7829,54,9,38,1,0,0,0,1,0,0,0,0,1,1,0,1,0
7830,53,10,15,1,0,0,0,1,1,0,0,0,0,1,0,1,0
7831,21,9,30,1,0,0,0,1,0,0,0,0,1,0,1,1,0
7832,58,10,40,1,0,0,0,1,0,0,0,0,1,0,1,1,0
7833,30,13,55,1,0,0,1,0,0,0,0,0,1,0,1,0,1
7834,61,9,40,1,0,0,1,0,0,0,1,0,0,1,0,1,0
7835,56,10,35,0,1,0,0,1,0,0,0,0,1,1,0,1,0
7836,59,9,40,1,0,0,0,1,0,0,0,0,1,1,0,1,0
7837,72,9,20,1,0,0,1,0,0,0,0,0,1,0,1,1,0
7838,33,9,40,1,0,0,0,1,0,0,0,0,1,0,1,1,0
7839,46,9,40,1,0,0,1,0,0,0,0,0,1,1,0,0,1
7840,46,10,38,0,1,0,1,0,0,0,0,0,1,0,1,0,1
7841,48,9,28,1,0,0,0,1,0,0,1,0,0,1,0,1,0
7842,33,9,40,1,0,0,1,0,0,0,0,0,1,0,1,1,0
7843,21,10,40,1,0,0,0,1,0,0,0,0,1,1,0,1,0
7844,27,9,45,1,0,0,0,1,0,0,0,0,1,1,0,1,0
7845,31,9,40,1,0,0,0,1,0,0,0,0,1,0,1,1,0
7846,28,13,40,1,0,0,0,1,0,0,0,0,1,0,1,1,0
7847,45,10,38,0,1,0,0,1,0,0,0,0,1,1,0,1,0
7848,51,9,40,1,0,0,1,0,0,0,0,0,1,0,1,0,1
7849,46,9,40,0,1,0,0,1,0,0,1,0,0,1,0,1,0
7850,25,10,25,1,0,0,1,0,0,0,0,0,1,0,1,1,0
7851,61,10,40,1,0,0,1,0,0,0,0,0,1,0,1,0,1
7852,17,7,30,1,0,0,0,1,0,0,0,0,1,1,0,1,0
7853,26,13,40,1,0,0,0,1,0,0,0,0,1,0,1,1,0
7854,35,6,60,1,0,0,0,1,0,0,0,0,1,0,1,1,0
7855,33,7,70,0,0,1,1,0,0,0,0,0,1,0,1,1,0
7856,37,8,33,1,0,0,1,0,0,1,0,0,0,1,0,1,0
7857,39,9,35,0,1,0,0,1,0,0,0,0,1,1,0,1,0
7858,42,9,30,1,0,0,0,1,0,0,0,0,1,1,0,1,0
7859,35,13,47,1,0,0,1,0,0,0,0,0,1,0,1,0,1
7860,45,9,50,1,0,0,0,1,0,0,0,0,1,1,0,0,1
7861,47,13,40,0,0,1,0,1,0,0,0,0,1,0,1,0,1
7862,64,7,48,1,0,0,1,0,0,0,0,0,1,0,1,1,0
7863,39,15,47,1,0,0,1,0,0,0,0,0,1,1,0,0,1
7864,34,9,40,1,0,0,1,0,0,0,0,0,1,0,1,1,0
7865,62,13,40,1,0,0,1,0,0,0,0,0,1,0,1,0,1
7866,53,10,40,1,0,0,1,0,0,0,0,0,1,0,1,0,1
7867,31,13,40,1,0,0,1,0,0,0,0,0,1,0,1,1,0
7868,26,9,40,1,0,0,1,0,0,0,0,0,1,0,1,1,0
7869,56,4,50,0,0,1,1,0,0,0,0,0,1,0,1,0,1
7870,43,10,40,1,0,0,0,1,0,0,0,0,1,1,0,1,0
7871,33,10,35,1,0,0,0,1,0,0,1,0,0,0,1,1,0
7872,45,10,40,0,0,1,1,0,0,0,0,0,1,0,1,0,1
